route_id,agency_id,route_short_name,route_long_name,route_type
438,PMPML,228B,Balewadi Depot to Katraj (UP),3
659,PMPML,331A,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Charholigaon Burde Vasti (UP),3
922,PMPML,67A,Uruli Kanchan to Swargate (UP),3
611,PMPML,317A,Dapodi to Pune Station Depot (UP),3
726,PMPML,354,Pimprigaon to Marketyard Depot (UP),3
613,PMPML,317,Sambhaji Nagar to Pune Station Depot (UP),3
937,PMPML,6,Swargate to Pune Station Moledina Stand (DOWN),3
614,PMPML,317,Pune Station Depot to Sambhaji Nagar (DOWN),3
615,PMPML,318,Krishnanagar to Pune Station Moledina Stand (UP),3
616,PMPML,318,Pune Station Moledina Stand to Krishnanagar (DOWN),3
731,PMPML,355M,Nageshwar Vidyalaya Chikhli to Dange Chowk (UP),3
1227,PMPML,383A,Dange Chowk to Chandkhed (DOWN),3
844,PMPML,43AC,Hinjawadi Maan Phase 3 to Baner Depot (UP),3
1297,PMPML,319A,Nigdi Bhakti Shakti to Pimplegurav (UP),3
45,PMPML,117,Dhayareshwar Mandir to Swargate Natraj Stand (UP),3
345,PMPML,199,Shewalewadi Depot to Kothrud Depot (UP),3
1298,PMPML,319A,Pimplegurav to Nigdi Bhakti Shakti (DOWN),3
617,PMPML,319,Mukai Chowk to Pimplegurav (UP),3
622,PMPML,31,Taljai Pathar to Pune Station Moledina Stand (DOWN),3
1276,PMPML,57B,Suncity to Pune Station Jayprakash Stand (UP),3
363,PMPML,203,Pune Station Moledina Stand to Shewalewadi Depot (UP),3
627,PMPML,322A,Akurdi Railway Station to Ma Na Pa Main Gate (UP),3
553,PMPML,301A,Bhekrai Nagar to Katraj (UP),3
794,PMPML,36A,Chinchwadgaon to Baner Depot (UP),3
717,PMPML,353A,Bhosari Chakan Road to Shikrapur Phata (DOWN),3
1284,PMPML,YATRA40,Taljai Mandir to Mandai Metro station (DOWN),3
760,PMPML,360,Bajirao Padale Chowk Mhalunge to Alandi (UP),3
645,PMPML,327B,Bhosari Pmt Chowk to Alandi (UP),3
631,PMPML,323A,Gharkul Vasahat Chikhali to Ma Na Pa Main Stand (UP),3
819,PMPML,375B,Neilsoft Company infosys Phase 3 to Radha Hotel (UP),3
862,PMPML,50A,Sinhgad to Deccan Gymkhana (UP),3
634,PMPML,323,Ma Na Pa Main Stand to Nageshwar Vidyalaya Chikhli (DOWN),3
643,PMPML,327A,Hinjawadi Maan Phase 3 to Bhosari Pmt Chowk (UP),3
637,PMPML,325,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Pune Station Moledina Road (UP),3
709,PMPML,350,Nigdi Tilak Chowk to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),3
1102,PMPML,METRO SHUTTLE 19A,Lohegaon Airport to Pune Station Ambedkar Putala (UP),3
639,PMPML,326A,Nageshwar Vidyalaya Chikhli to Pimprigaon (UP),3
642,PMPML,326,Pimprigaon to Nageshwar Vidyalaya Chikhli (DOWN),3
374,PMPML,207D,Hadapsar Gadital to Ma Na Pa Dengle Pul (DOWN),3
264,PMPML,168A,Shaniwarwada Stand to Ghorpadi Post (DOWN),3
644,PMPML,327A,Bhosari Pmt Chowk to Hinjawadi Maan Phase 3 (DOWN),3
1248,PMPML,328,Hinjawadi Maan Phase 3 to Wagholi Kesnand Phata (UP),3
649,PMPML,329A,Sant Tukaram Maharaj Krida Sankul Dehugaon to Nigdi Pawale Chowk (UP),3
578,PMPML,305,Nigdi Pawale Chowk to Vadgaon Mawal (DOWN),3
652,PMPML,329B,Nigdi Pawale Chowk to Siddhanta College Sudumbare (DOWN),3
1221,PMPML,330A,Sant Tukaram Maharaj Krida Sankul Dehugaon to Talegaon Dhabhade Maruti Mandir (DOWN),3
250,PMPML,166A,Ma Na Pa Shramik Bhavan to SRA Colony Vimannagar (DOWN),3
656,PMPML,330,Talegaon Dhabhade Maruti Mandir to Alandi (UP),3
840,PMPML,41,Sangvi Vasantdada Putala to Upper Depot (UP),3
658,PMPML,331AD,Pimpri Depot to Charholigaon Burde Vasti (UP),3
495,PMPML,276,Ganpati Matha to Chinchwadgaon Aundh Road (DOWN),3
660,PMPML,331AD,Charholigaon Burde Vasti to Pimpri Depot (DOWN),3
1292,PMPML,331BE,Charholigaon to Pimpri Depot (DOWN),3
1131,PMPML,N15,Nigdi Pawale Chowk to Rupee Nagar (DOWN),3
762,PMPML,361,Bhosari Pmt Chowk to Alandi (UP),3
884,PMPML,52D,Ranjane Khamgaon to Swargate (UP),3
667,PMPML,331,Bhosari Gavhane Vasti to Pimple Saudagar (DOWN),3
686,PMPML,341,Urse Gaon Vasudev Aashram to Nigdi Pawale Chowk (UP),3
852,PMPML,44A,Akurdi Railway Station to Radha Hotel (UP),3
672,PMPML,334,Gharkul Vasahat Chikhali to Pimprigaon (UP),3
302,PMPML,181A,Na Ta Wadi to Kondhwa Budruk (DOWN),3
674,PMPML,335A,Grampanchayat Sangwade to Dange Chowk (UP),3
778,PMPML,364,Chakan Ambethan Chowk to Alandi (UP),3
465,PMPML,24A,Katraj to Lohegaon (DOWN),3
974,PMPML,82B,Nda 10 No. Gate to Kothrud Stand (DOWN),3
675,PMPML,335A,Dange Chowk to Grampanchayat Sangwade (DOWN),3
377,PMPML,207N,Narayanpur to Saswad (UP),3
851,PMPML,43,Katraj to Nigdi Bhakti Shakti (DOWN),3
889,PMPML,55B,Swargate Natraj Stand to Suncity (DOWN),3
858,PMPML,47,Sanaswadi Nandoshi to Swargate (UP),3
676,PMPML,335,Grampanchayat Sangwade to Nigdi Bhakti Shakti Stand (UP),3
1296,PMPML,RATRANI 9,Pune Station Moledina Road to Kesnand Phata Wagholi (DOWN),3
677,PMPML,335,Nigdi Bhakti Shakti Stand to Grampanchayat Sangwade (DOWN),3
963,PMPML,79,Hinjawadi Maan Phase 3 to Deccan Gymkhana (UP),3
678,PMPML,336,Nigdi Bhakti Shakti to Kesnand Phata Wagholi (UP),3
56,PMPML,118D,Swargate Natraj Stand to Sinhagad College Charvad Vasti (DOWN),3
817,PMPML,375A,Mukai Chowk to Radha Hotel (UP),3
1312,PMPML,338,Bhandara Dongar to Pimpri Road (UP),3
661,PMPML,331A,Charholigaon Burde Vasti to Pimple Saudagar (DOWN),3
682,PMPML,339,Sant Nagar Rto Office to Gujarwadi Pmt Bus Stand (UP),3
1092,PMPML,METRO SHUTTLE 13,Swargate to Upper Depot (UP),3
683,PMPML,339,Gujarwadi Pmt Bus Stand to Sant Nagar Rto Office (DOWN),3
494,PMPML,276,Chinchwadgaon Aundh Road to Ganpati Matha (UP),3
751,PMPML,35B,Ma Na Pa Dengle Pul to Indira College Tathwade (DOWN),3
761,PMPML,360,Alandi to Bajirao Padale Chowk Mhalunge (DOWN),3
1106,PMPML,METRO SHUTTLE 20A,Ramwadi Metro Station to Bhekrai Nagar (UP),3
181,PMPML,151A,Alandi to Charholigaon (DOWN),3
685,PMPML,340,Nigdi Pawale Chowk to Alandi (DOWN),3
167,PMPML,145,Pune Station Depot to Sutarwadi Depot (DOWN),3
687,PMPML,341,Nigdi Pawale Chowk to Urse Gaon Vasudev Aashram (DOWN),3
948,PMPML,73,Hadapsar Gadital Solapur Road to Gada Modi Chowk Khamgaon (DOWN),3
689,PMPML,342,Nigdi Pawale Chowk to Vasudev Aashram Ursegaon (DOWN),3
453,PMPML,233A,Marketyard Depot to Kolwan Gaon (DOWN),3
20,PMPML,109ARING,Kothrud Depot to Ma Na Pa Main Gate (UP),3
691,PMPML,343A,Bhosari Chakan Road to Talegaon Dhabhade Maruti Mandir (DOWN),3
692,PMPML,343B,Bhosari Chakan Road to Samarth Vidyalay Talegaon Dhabhade (DOWN),3
1309,PMPML,344B,Susgaon Sunny World to Bhosari Pmt Chowk (UP),3
316,PMPML,185,Hadapsar Gadital Solapur Road to Kesnand Phata Wagholi (DOWN),3
696,PMPML,344,Baner Depot to Alandi (UP),3
509,PMPML,290A,Jambhulwadi to Katraj (DOWN),3
698,PMPML,345,Hinjawadi Maan Phase 3 to Bhosari Terminal (UP),3
699,PMPML,345,Bhosari Terminal to Hinjawadi Maan Phase 3 (DOWN),3
700,PMPML,346,Bhosari Pmt Chowk to Kesnand Phata Wagholi (UP),3
701,PMPML,346,Kesnand Phata Wagholi to Bhosari Pmt Chowk (DOWN),3
702,PMPML,347,Sangvi Vasantdada Putala to Alandi (UP),3
703,PMPML,347,Alandi to Sangvi Vasantdada Putala (DOWN),3
1128,PMPML,N14,Symbiosis College Kivale to Chinchwadgaon (UP),3
1086,PMPML,K21RING,Vanaj  Metro Station to Vanaj  Metro Station (UP),3
704,PMPML,348,Nigdi Bhakti Shakti to Pune Station Moledina Stand (UP),3
1015,PMPML,89,Swargate to Niljyoti Society (DOWN),3
1250,PMPML,349,Nighoje Gaon to Bhosari Chakan Road (UP),3
710,PMPML,351A,Jambe to Bhosari Pmt Chowk (UP),3
711,PMPML,351A,Bhosari Pmt Chowk to Jambe (DOWN),3
713,PMPML,351,Alandi to Jambe (DOWN),3
635,PMPML,324,Hinjawadi Maan Phase 3 to Bhosari Terminal (UP),3
714,PMPML,352,Rajguru Nagar Low Collage to Pune Station Sassoon Road (UP),3
791,PMPML,369A,Nigdi Tilak Chowk to Karanj Vihire (DOWN),3
968,PMPML,80A,Ma Na Pa Congress Bhavan to Aditya Garden City (DOWN),3
834,PMPML,381,Nageshwar Vidyalaya Chikhli to Megapolis Phase 3 (DOWN),3
716,PMPML,353A,Shikrapur Phata to Bhosari Chakan Road (UP),3
1087,PMPML,K7A,Sneha Vihar Dangat Patil Nagar to Kothrud Stand (UP),3
722,PMPML,353,Shikrapur Phata to Chakan Ambethan Chowk (UP),3
723,PMPML,353,Chakan Ambethan Chowk to Shikrapur Phata (DOWN),3
408,PMPML,216B,Pune Vidyapeeth to Bharati Vidyapeeth (UP),3
727,PMPML,354,Marketyard Depot to Pimprigaon (DOWN),3
728,PMPML,355A,Nageshwar Vidyalaya Chikhli to Bajirao Padale Chowk Mhalunge (UP),3
1300,PMPML,365,Nigdi Pawale Chowk to Mukai Chowk (DOWN),3
569,PMPML,303,Akurdi Railway Station to Nigdi Pawale Chowk (UP),3
1222,PMPML,355D,Chikhli to Nigdi Tilak Chowk (UP),3
730,PMPML,355,Nageshwar Vidyalaya Chikhli to Dange Chowk (UP),3
1223,PMPML,355D,Nigdi Tilak Chowk to Chikhali (DOWN),3
733,PMPML,355,Dange Chowk to Nageshwar Vidyalaya Chikhli (DOWN),3
734,PMPML,356A,Sector no. 12 PM Awas Yojana Bhosari to Bhosari Terminal (UP),3
367,PMPML,205,Sangvi Vasantdada Putala to Shewalewadi Depot (UP),3
735,PMPML,356A,Bhosari Terminal to Sector no. 12 PM Awas Yojana Bhosari (DOWN),3
736,PMPML,356,Sector no. 12 PM Awas Yojana Bhosari to Nashik Phata Metro Station (UP),3
738,PMPML,357,Bhosari Terminal to Pune Station Sassoon Road (UP),3
1002,PMPML,87A,Zilla Parishad Shala Chande to Deccan Gymkhana (UP),3
1052,PMPML,B1,Dighi to Pimpri Chowk Metro Station (UP),3
739,PMPML,357,Pune Station Sassoon Road to Bhosari Terminal (DOWN),3
215,PMPML,159A,Koregaon Bhima to Ma Na Pa Shramik Bhavan (UP),3
741,PMPML,358A,Bhosari Chakan Road to Bhamchandra Vidhyalay Vasuli (DOWN),3
743,PMPML,358B,Bhosari Chakan Road to Chakan Ambethan Chowk (DOWN),3
870,PMPML,50K,Aundhgaon to Sinhgad (DOWN),3
552,PMPML,2,Swargate to Shivaji Nagar (DOWN),3
746,PMPML,358,Rajguru Nagar Low Collage to Bhosari Chakan Road (UP),3
499,PMPML,279,Marketyard Depot to Katar Khadak (DOWN),3
750,PMPML,35ARING,Ma Na Pa Dengle Pul to Ma Na Pa Dengle Pul Nadikathi (UP),3
650,PMPML,329A,Nigdi Pawale Chowk to Sant Tukaram Maharaj Krida Sankul Wadacha Mal Dehugaon (DOWN),3
752,PMPML,35,Mukai Chowk to Ma Na Pa Dengle Pul Nadikathi (UP),3
906,PMPML,61,Sarola to Balaji Nagar Corner Satara Road (UP),3
641,PMPML,326,Nageshwar Vidyalaya Chikhli to Pimprigaon (UP),3
757,PMPML,35,Ma Na Pa Dengle Pul to Mukai Chowk (DOWN),3
758,PMPML,360A,Aundhgaon to Alandi (UP),3
767,PMPML,362,Alandi to Ycm Hospital (DOWN),3
769,PMPML,363A,Pimpri Road to Datta Nagar Kiwale (DOWN),3
772,PMPML,363D,Datta Nagar Kiwale to Nigdi Pawale Chowk (UP),3
90,PMPML,126A,Khadki Bazar to Bopkhel (UP),3
773,PMPML,363,Samir Lawns Ravet to Pimpri Road (UP),3
1299,PMPML,365,Mukai Chowk to Nigdi Pawale Chowk (UP),3
940,PMPML,71RING,Kothrud Depot to Kothrud Depot (UP),3
780,PMPML,366,Nigdi Bhakti Shakti to Pune Station Depot (UP),3
782,PMPML,367A,Bhosari Gavhane Vasti to Akurdi Railway Station (UP),3
785,PMPML,367M,Mukai Chowk to Bhosari Gavhane Vasti (UP),3
902,PMPML,5,Pune Station Moledina Stand to Swargate (UP),3
786,PMPML,367M,Bhosari Gavhane Vasti to Mukai Chowk (DOWN),3
673,PMPML,334,Pimprigaon to Gharkul Vasahat Chikhali (DOWN),3
787,PMPML,367,Bhosari Gavhane Vasti to Mukai Chowk (DOWN),3
879,PMPML,52A,Swargate to Varasgaon Goradwadi (DOWN),3
793,PMPML,369,Nigdi Tilak Chowk to Bhamchandra Vidhyalay Vasuli (DOWN),3
797,PMPML,36,Ma Na Pa Dengle Pul to Chinchwadgaon Aundh Road (DOWN),3
799,PMPML,370,Bhosari Chakan Road to Holewadi (DOWN),3
800,PMPML,371,Takve Bhoyregaon to Nigdi Pawale Chowk (UP),3
801,PMPML,371,Nigdi Pawale Chowk to Takve Bhoyregaon (DOWN),3
993,PMPML,85B,Ma Na Pa Congress Bhavan to Ganpati Matha (DOWN),3
802,PMPML,372A,Megapolis Phase 3 to Balewadi Depot (UP),3
1235,PMPML,111,Bhekrai Nagar to Ma Na Pa Congress Bhavan (DOWN),3
803,PMPML,372A,Balewadi Depot to Megapolis Phase 3 (DOWN),3
412,PMPML,218,Virgaon to Hadapsar Gadital (UP),3
1012,PMPML,87E,Deccan Gymkhana to Mhalunge Corner (DOWN),3
804,PMPML,372,Megapolis Phase 3 to Nigdi Bhakti Shakti Stand (UP),3
298,PMPML,17,Shivaji Nagar to Narhegaon (DOWN),3
965,PMPML,7,Deccan Gymkhana to Mahatma Gandhi Stand (UP),3
992,PMPML,85B,Ganpati Matha to Ma Na Pa Congress Bhavan (UP),3
414,PMPML,219,Alandi to Kothrud Depot (UP),3
805,PMPML,372M,Megapolis Phase 3 to Nigdi Bhakti Shakti Stand (UP),3
806,PMPML,372M,Nigdi Bhakti Shakti Stand to Megapolis Phase 3 (DOWN),3
1269,PMPML,379,Nigdi Pawale Chowk to Nighoje Gaon (DOWN),3
808,PMPML,373A,Megapolis Phase 3 to Baner Depot (UP),3
1254,PMPML,384RING,Chakan Ambethan Chowk to Chakan Ambethan Chowk (UP),3
1049,PMPML,AP2,Katraj Kondhwa Road to Upper Depot (DOWN),3
813,PMPML,374A,Gahunjegaon to Nigdi Pawale Chowk (UP),3
1302,PMPML,46,Swargate to Satav High School (DOWN),3
815,PMPML,374,Virbaba Chowk Sai Nagar to Nigdi Pawale Chowk (UP),3
740,PMPML,358A,Bhamchandra Vidhyalay Vasuli to Bhosari Chakan Road (UP),3
823,PMPML,376,Pimprigaon to Ma Na Pa Main Stand (UP),3
820,PMPML,375B,Radha Hotel to Neilsoft Company infosys Phase 3 (DOWN),3
557,PMPML,301,Shewalewadi Depot to Katraj (UP),3
935,PMPML,69,Marketyard Depot to Ghotawadegaon (DOWN),3
1011,PMPML,87E,Mhalunge Phata Corner to Deccan Gymkhana (UP),3
1253,PMPML,375C,Maan Depot to Neilsoft Company infosys Phase 3 (DOWN),3
1224,PMPML,376A,Sant Tukaram Maharaj Krida Sankul Dehugaon to Shewalewadi Depot (UP),3
126,PMPML,136,Vadegaon to Kesnand Phata Wagholi (UP),3
1225,PMPML,376A,Shewalewadi Depot to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),3
339,PMPML,197,Kothrud Depot to Shewalewadi Depot (UP),3
826,PMPML,377A,Pimpri Road to Nigdi Bhakti Shakti Stand (DOWN),3
827,PMPML,377RING,Pimpri Road to Pimpri Road (UP),3
1097,PMPML,METRO SHUTTLE 17A,Hadapsar Gadital to Pune Station St. Helena'S Stand (DOWN),3
830,PMPML,37,Sahakar Nagar to Na Ta Wadi (DOWN),3
831,PMPML,380,Hinjawadi Maan Phase 3 to Bhosari Terminal (UP),3
608,PMPML,315,Pune Station Sassoon Road to Bhosari Pmt Chowk (DOWN),3
832,PMPML,380,Bhosari Terminal to Hinjawadi Maan Phase 3 (DOWN),3
630,PMPML,322,Ma Na Pa Main Gate to Akurdi Railway Station (DOWN),3
1033,PMPML,95,Deccan Gymkhana to PVPIT College Bawdhan (DOWN),3
196,PMPML,153,Kharadi Gaon to Alandi (DOWN),3
833,PMPML,381,Megapolis Phase 3 to Nageshwar Vidyalaya Chikhli (UP),3
1226,PMPML,383A,Chandkhed to Dange Chowk (UP),3
356,PMPML,200,Shewalewadi Depot to Alandi (DOWN),3
1229,PMPML,383B,Sangvi Vasantdada Putala to Megapolis Phase 3 (DOWN),3
1232,PMPML,383,Chandkhed to Sangvi Vasantdada Putala (UP),3
812,PMPML,373,Sangvi Vasantdada Putala to Neilsoft Company infosys Phase 3 (DOWN),3
1233,PMPML,383,Sangvi Vasantdada Putala to Chandkhed (DOWN),3
835,PMPML,38,Na Ta Wadi to Dhankawadi (UP),3
846,PMPML,43AD,Baner Depot to Katraj (UP),3
847,PMPML,43A,Hinjawadi Maan Phase 3 to Katraj (UP),3
864,PMPML,50B,Sinhgad to Swargate (UP),3
854,PMPML,44,Akurdi Railway Station to Katraj (UP),3
855,PMPML,44,Katraj to Akurdi Railway Station (DOWN),3
340,PMPML,197,Shewalewadi Depot to Kothrud Depot (DOWN),3
926,PMPML,67D,Mhatobachi Alandi to Hadapsar Gadital Solapur Road (UP),3
317,PMPML,186,Jspm College to Hadapsar Gadital (UP),3
19,PMPML,108,Sutardara to Pune Station Moledina Stand (DOWN),3
3,PMPML,100B,Hinjawadi Maan Phase 3 to Baner Depot (UP),3
856,PMPML,45,Mhalunge Phata to Katraj (UP),3
512,PMPML,291,Hadapsar Gadital to Katraj Kondhwa Road (UP),3
860,PMPML,4,Shivaji Nagar to Swargate (UP),3
43,PMPML,117B,Swargate Natraj Stand to Raikarmala (DOWN),3
861,PMPML,4,Swargate to Shivaji Nagar (DOWN),3
461,PMPML,235,Katraj to Kharadi Gaon (DOWN),3
863,PMPML,50A,Deccan Gymkhana to Sinhgad (DOWN),3
866,PMPML,50,Sinhgad to Shaniwarwada Stand (UP),3
868,PMPML,50KA,Ma Na Pa Dengle Pul to Aundhgaon (DOWN),3
869,PMPML,50K,Sinhgad to Aundhgaon (UP),3
933,PMPML,69A,Marketyard Depot to Mugawade (DOWN),3
473,PMPML,256,Pune Station Moledina Stand to Balewadi Depot (DOWN),3
378,PMPML,207N,Saswad to Narayanpur (DOWN),3
871,PMPML,50N,Sinhgad to Nigdi Bhakti Shakti Stand (UP),3
874,PMPML,51A,Dhayareshwar Mandir to Shivaji Nagar (UP),3
878,PMPML,52A,Varasgaon Goradwadi to Swargate (UP),3
880,PMPML,52B,Khanapur to Marketyard Depot (UP),3
882,PMPML,52C,Osade Phata to Swargate (UP),3
883,PMPML,52C,Swargate to Osade Phata (DOWN),3
516,PMPML,292B,Avsarwadi to Balaji Nagar Corner Satara Road (UP),3
825,PMPML,377A,Nigdi Bhakti Shakti Stand to Pimpri Road (UP),3
586,PMPML,308,Nigdi Pawale Chowk to Gharkul Vasahat Chikhali (DOWN),3
888,PMPML,55B,Suncity to Swargate Natraj Stand (UP),3
885,PMPML,52,Khanapur to Swargate (UP),3
1038,PMPML,98B,Kesnand Phata Wagholi to Ma Na Pa Shramik Bhavan (UP),3
886,PMPML,52D,Swargate to Ranjane Khamgaon (DOWN),3
936,PMPML,6,Pune Station Moledina Stand to Swargate (UP),3
160,PMPML,144B,Kothrud Stand to Nda 10 No. Gate (UP),3
887,PMPML,52,Swargate to Khanapur (DOWN),3
1140,PMPML,RATRANI 3,Hadapsar Gadital to Swargate (UP),3
1025,PMPML,92,Kothrud Depot to Venutai Chavan College (DOWN),3
890,PMPML,55,Shanipar Stand to Suncity (UP),3
511,PMPML,290,Jambhulwadi to Swargate (DOWN),3
695,PMPML,343,Chakan Ambethan Chowk to Talegaon Dhabhade Maruti Mandir (DOWN),3
891,PMPML,55,Suncity to Shanipar Stand (DOWN),3
893,PMPML,57A,Pune Station Jayprakash Stand to Venutai Chavan College (DOWN),3
894,PMPML,57,Vadgaon Budruk Stand to Pune Station Jayprakash Stand (UP),3
896,PMPML,58,Gokhale Nagar Police Line to Shanipar Stand (UP),3
1136,PMPML,RATRANI 1,Mariaai Gate Navin St Stand to Katraj (UP),3
897,PMPML,58,Shanipar Stand to Gokhale Nagar Police Line (DOWN),3
957,PMPML,77A,Mhalunge Phata to Galinde Path (UP),3
501,PMPML,281,Ganpati Matha to Nigdi Bhakti Shakti (DOWN),3
1108,PMPML,METRO SHUTTLE 20,PANCHSHIL TOWERS E VON GATE NO. 2 Kharadi to Ramwadi Metro Station (UP),3
904,PMPML,60,Ghule Nagar Vadgaon Budruk to Swargate (UP),3
227,PMPML,161A,Shashkiy Vishram Gruh Shirur to Kesnand Phata Wagholi (UP),3
905,PMPML,60,Swargate to Ghule Nagar Vadgaon Budruk (DOWN),3
281,PMPML,174,Nda 10 No. Gate to Pune Station Moledina Stand (UP),3
907,PMPML,61,Balaji Nagar Corner Satara Road to Sarola (DOWN),3
1237,PMPML,64A,Shewalewadi Depot to Aditya Garden City (DOWN),3
911,PMPML,64M,Ganpati Matha to Hadapsar Gadital (UP),3
822,PMPML,375,Nigdi Pawale Chowk to Neilsoft Company infosys Phase 3 (DOWN),3
912,PMPML,64M,Hadapsar Gadital to Ganpati Matha (DOWN),3
688,PMPML,342,Vasudev Aashram Ursegaon to Nigdi Pawale Chowk (UP),3
913,PMPML,64,Bhekrai Nagar to Nda 10 No. Gate (DOWN),3
914,PMPML,65A,Patas to Hadapsar Gadital Solapur Road (UP),3
594,PMPML,311,Pune Station Depot to Pimprigaon (DOWN),3
1109,PMPML,METRO SHUTTLE 20,Ramwadi Metro Station to PANCHSHIL TOWERS E VON GATE NO. 2 Kharadi (DOWN),3
790,PMPML,369A,Karanj Vihire to Nigdi Tilak Chowk (UP),3
915,PMPML,65A,Hadapsar Gadital Solapur Road to Patas (DOWN),3
919,PMPML,66A,Deccan Gymkhana to Thakarwadi (DOWN),3
921,PMPML,66,Marketyard Depot to Thakarwadi (DOWN),3
927,PMPML,67,Uruli Kanchan to Hadapsar Gadital Solapur Road (UP),3
928,PMPML,67D,Hadapsar Gadital Solapur Road to Mhatobachi Alandi (DOWN),3
583,PMPML,307,ISKCON Mandir in Shindewasti Ravet to Chinchwadgaon (UP),3
931,PMPML,68,Sutardara to Upper Depot (DOWN),3
932,PMPML,69A,Mugawade to Marketyard Depot (UP),3
934,PMPML,69,Ghotawadegaon to Marketyard Depot (UP),3
349,PMPML,19B,Swargate to VIIT College Kondhwa Budruk (UP),3
944,PMPML,72,Sukhsagar Nagar to Nda 10 No. Gate (DOWN),3
939,PMPML,70,Marketyard Depot to Mulshi Gaon (DOWN),3
995,PMPML,85,Ma Na Pa Congress Bhavan to Khadewadi (DOWN),3
708,PMPML,350,Sant Tukaram Maharaj Krida Sankul Dehugaon to Nigdi Tilak Chowk (UP),3
941,PMPML,72A,Ganpati Matha to Sukhsagar Nagar (UP),3
462,PMPML,236,Kesnand Phata Wagholi to Katraj (UP),3
900,PMPML,5A,Pune Station Moledina Stand to Swargate (UP),3
942,PMPML,72A,Sukhsagar Nagar to Ganpati Matha (DOWN),3
943,PMPML,72,Nda 10 No. Gate to Sukhsagar Nagar (UP),3
947,PMPML,73,Gada Modi Chowk Khamgaon to Hadapsar Gadital Solapur Road (UP),3
949,PMPML,74A,Dange Chowk to Radha Hotel (UP),3
951,PMPML,74,Paud Shashkiy Vishram Gruh to Chinchwadgaon (UP),3
952,PMPML,74,Chinchwadgaon to Paud Shashkiy Vishram Gruh (DOWN),3
953,PMPML,75,Vidyanagar to Deccan Gymkhana (UP),3
954,PMPML,75,Deccan Gymkhana to Vidyanagar (DOWN),3
955,PMPML,76,Galinde Path to Ma Na Pa Congress Bhavan (UP),3
1272,PMPML,15A,Dhayari S Platinum Society to Shewalewadi Depot (UP),3
1073,PMPML,K11,Jambhulwadi to Katraj (DOWN),3
39,PMPML,114,Ma Na Pa Main Gate to Bajirao Padale Chowk Mhalunge (DOWN),3
956,PMPML,76,Ma Na Pa Congress Bhavan to Galinde Path (DOWN),3
958,PMPML,77A,Galinde Path to Mhalunge Phata (DOWN),3
959,PMPML,77,Hinjawadi Maan Phase 3 to Ganpati Matha (UP),3
654,PMPML,329,Siddhanta College Sudumbare to Pimpri Road (UP),3
960,PMPML,77,Ganpati Matha to Hinjawadi Maan Phase 3 (DOWN),3
961,PMPML,78,Nda 10 No. Gate to Marketyard Depot (UP),3
964,PMPML,79,Deccan Gymkhana to Hinjawadi Maan Phase 3 (DOWN),3
1048,PMPML,AP2,Upper Depot to Katraj Kondhwa Road (UP),3
528,PMPML,294,Katraj to Iat Gate (DOWN),3
967,PMPML,80A,Rahul Park to Ma Na Pa Congress Bhavan (UP),3
1113,PMPML,METRO SHUTTLE 31,Pimpri Chowk Metro Station to Kalewadi Phata (DOWN),3
712,PMPML,351,Jambe to Alandi (UP),3
1050,PMPML,B1A,Dighi to Bhosari Pmt Chowk (UP),3
969,PMPML,80RING,Ma Na Pa Congress Bhavan to Ma Na Pa Congress Bhavan (UP),3
970,PMPML,81,Pune Station Moledina Stand to Kumbare Park (UP),3
973,PMPML,82B,Kothrud Stand to Nda 10 No. Gate (UP),3
979,PMPML,83,Alandi to Nda 10 No. Gate (UP),3
981,PMPML,84AC,Kothrud Stand to Sangrun (DOWN),3
1014,PMPML,89,Niljyoti Society to Swargate (UP),3
983,PMPML,84A,Deccan Gymkhana to Sangrun (DOWN),3
525,PMPML,293,Balaji Nagar Corner Satara Road to Saswad (DOWN),3
989,PMPML,84,Deccan Gymkhana to Mutha Gaon (DOWN),3
991,PMPML,85A,Kothrud Stand to Khadewadi (DOWN),3
1034,PMPML,97,Sahakar Nagar to Ganpati Matha (UP),3
994,PMPML,85,Khadewadi to Ma Na Pa Congress Bhavan (UP),3
663,PMPML,331B,Charholigaon to Pimple Saudagar (DOWN),3
789,PMPML,368,Nigdi Pawale Chowk to Lonavala Railway Station (DOWN),3
1003,PMPML,87A,Deccan Gymkhana to Zilla Parishad Shala Chande (DOWN),3
1005,PMPML,87B,Deccan Gymkhana to Sutarwadi Depot (DOWN),3
318,PMPML,186,Hadapsar Gadital to Jspm College (DOWN),3
240,PMPML,163A,Pune Station Ambedkar Putala to Kharadi Gaon (DOWN),3
1007,PMPML,87C,Deccan Gymkhana to Hmr Company (DOWN),3
1008,PMPML,87D,Symbiosis University Hospital to Deccan Gymkhana (UP),3
1013,PMPML,87,Deccan Gymkhana to Sutarwadi Depot (DOWN),3
1017,PMPML,8,Deccan Gymkhana to Pune Station Moledina Stand (DOWN),3
1018,PMPML,90A,Gokhale Nagar Police Line to Padmawati (UP),3
1019,PMPML,90B,Padmawati to Katraj (UP),3
402,PMPML,214,Shingad Collage Ambegaon to Katraj (UP),3
1021,PMPML,90,Katraj to Gokhale Nagar Police Line (DOWN),3
