route_id,agency_id,route_short_name,route_long_name,route_type
16,PMPML,107,Pimplegurav to Ganpati Matha (UP),3
18,PMPML,108,Pune Station Moledina Stand to Sutardara (UP),3
452,PMPML,233A,Kolwan Gaon to Marketyard Depot (UP),3
1218,PMPML,24M,Maharashtra Housing Board Samta Nagar to Katraj (UP),3
267,PMPML,169,Keshav Nagar to Shaniwarwada Stand (UP),3
1281,PMPML,170M,Pune Station Depot to Yewalewadi (DOWN),3
2,PMPML,100A,Ma Na Pa Dengle Pul to Blue Ritz Society Circle (DOWN),3
1301,PMPML,46,Wagholi Kesnand Phata to Swargate (UP),3
228,PMPML,161A,Kesnand Phata Wagholi to Shashkiy Vishram Gruh Shirur (DOWN),3
158,PMPML,144A,Pune Station Moledina Stand to Aditya Garden City (UP),3
91,PMPML,126A,Bopkhel to Khadki Bazar (DOWN),3
1244,PMPML,257A,Indian Oil Petrol Pump Tulapur to Kesnand Phata Wagholi (UP),3
876,PMPML,51,Dsk Vishwa to Shivaji Nagar (UP),3
1271,PMPML,101,Yewalewadi to Deccan Gymkhana (DOWN),3
202,PMPML,156A,Hadapsar Gadital to Hadapsar Railway Station Mundhwa (DOWN),3
11,PMPML,103M,Kothrud Depot to Katraj (UP),3
392,PMPML,210,Midc Jejuri to Hadapsar Gadital (UP),3
270,PMPML,169,Shaniwarwada Stand to Keshav Nagar (DOWN),3
610,PMPML,316,Chinchwadgaon to Katar Khadak (DOWN),3
590,PMPML,30,Marketyard Depot to Ghotawade Phata (DOWN),3
901,PMPML,5A,Swargate to Pune Station Moledina Stand (DOWN),3
1009,PMPML,87,Sutarwadi Depot to Deccan Gymkhana (UP),3
425,PMPML,225,Kharadi Gaon to Hinjawadi Maan Phase 3 (DOWN),3
485,PMPML,262,Pune Station Moledina Stand to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),3
169,PMPML,146,Pune Station Jayprakash Stand to Gokhale Nagar Police Line (DOWN),3
7,PMPML,100,Ma Na Pa Dengle Pul to Hinjawadi Maan Phase 3 (DOWN),3
406,PMPML,216A,Pune Vidyapeeth to Bharati Vidyapeeth (UP),3
814,PMPML,374A,Nigdi Pawale Chowk to Gahunjegaon (DOWN),3
903,PMPML,5,Swargate to Pune Station Moledina Stand (DOWN),3
410,PMPML,216,Shivaji Nagar to Bharati Vidyapeeth (UP),3
749,PMPML,359A,Pimplegurav to Rajguru Nagar Low Collage (DOWN),3
30,PMPML,111RING,Bhekrai Nagar to Bhekrai Nagar (UP),3
664,PMPML,331C,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Pimpri Depot (UP),3
1103,PMPML,METRO SHUTTLE 19A,Pune Station Ambedkar Putala to Lohegaon Airport (DOWN),3
1234,PMPML,111,Ma Na Pa Congress Bhavan to Bhekrai Nagar (UP),3
918,PMPML,66A,Thakarwadi to Deccan Gymkhana (UP),3
522,PMPML,292D,Balaji Nagar Corner Satara Road to Kusgaon (DOWN),3
665,PMPML,331C,Pimpri Depot to Pimple Saudagar (DOWN),3
1089,PMPML,K7,Sneha Vihar Dangat Patil Nagar to Deccan Gymkhana (UP),3
106,PMPML,130B,Swargate to Swami Narayan Mandir Ambegaon Khurd (UP),3
156,PMPML,144AC,Kothrud Stand to Aditya Garden City (UP),3
816,PMPML,374,Nigdi Pawale Chowk to Virbaba Chowk Sai Nagar (DOWN),3
32,PMPML,113A,Pimplegurav to Vasant Talkies (UP),3
47,PMPML,117,Swargate Natraj Stand to Dhayareshwar Mandir (DOWN),3
336,PMPML,195,Hadapsar Gadital to Holkarwadi (DOWN),3
842,PMPML,42,Nigdi Bhakti Shakti to Gujarwadi Pmt Bus Stand (UP),3
929,PMPML,67,Hadapsar Gadital Solapur Road to Uruli Kanchan (DOWN),3
1270,PMPML,101,Deccan Gymkhana to Yewalewadi (UP),3
595,PMPML,312A,Chinchwadgaon to Pune Station Depot (UP),3
54,PMPML,118D,Sinhagad College Charvad Vasti to Swargate Natraj Stand (UP),3
1240,PMPML,10,Janata Vasahat Aapla Chowk to Shivaji Nagar (UP),3
1058,PMPML,H11,Sanket Vihar Lane No 18 to Hadapsar Gadital (UP),3
71,PMPML,120,Pimpri Road to Endurance Systems Chakan Mahalunge (DOWN),3
1313,PMPML,338,Pimpri Road to Bhandara Dongar (DOWN),3
177,PMPML,148,Shewalewadi Depot to Pimplegurav (DOWN),3
777,PMPML,363,Pimpri Road to Samir Lawns Ravet (DOWN),3
17,PMPML,107,Ganpati Matha to Pimplegurav (DOWN),3
1006,PMPML,87C,Hmr Company to Deccan Gymkhana (UP),3
40,PMPML,115,Hinjawadi Maan Phase 3 to Pune Station Moledina Stand (UP),3
493,PMPML,276C,Masulkar Colony to Nda 10 No. Gate (UP),3
152,PMPML,142,Ghotawade Phata to Pune Station Moledina Road (UP),3
217,PMPML,159B,Loni Dhamni to Ma Na Pa Shramik Bhavan (UP),3
129,PMPML,137A,Kesnand Phata Wagholi to Pargaon Salu Malu (DOWN),3
867,PMPML,50KA,Aundhgaon to Ma Na Pa Dengle Pul Nadikathi (UP),3
972,PMPML,82ARING,Kothrud Stand to Nda 10 No. Gate (UP),3
1016,PMPML,8,Pune Station Moledina Stand to Deccan Gymkhana (UP),3
433,PMPML,227A,Marketyard Depot to Mhasoba Mandir Kharawade (DOWN),3
837,PMPML,39,Pune Station Jayprakash Stand to Dhankawadi (UP),3
99,PMPML,126E,Bopkhel to Sangvi Vasantdada Putala (DOWN),3
1082,PMPML,K16,Yewalewadi to Katraj (UP),3
1135,PMPML,P13,Pimpri Chowk Metro Station to Walhekarwadi (DOWN),3
213,PMPML,158,Pride World City Lohegaon to Ma Na Pa Dengle Pul Nadikathi (UP),3
198,PMPML,154,Pune Station Moledina Stand to Dimond Water Park (DOWN),3
368,PMPML,205,Shewalewadi Depot to Sangvi Vasantdada Putala (DOWN),3
102,PMPML,12,Shivaji Nagar to Upper Depot (UP),3
984,PMPML,84B,Mutha Gaon to Kothrud Stand (UP),3
22,PMPML,109RING,Ma Na Pa Main Gate to Ma Na Pa Main Gate (UP),3
795,PMPML,36A,Baner Depot to Chinchwadgaon (DOWN),3
508,PMPML,290A,Katraj to Jambhulwadi (UP),3
416,PMPML,21A,Sangvi Vasantdada Putala to Swargate (UP),3
326,PMPML,190,Hadapsar Gadital to Mastani Talav Vadaki (DOWN),3
737,PMPML,356,Nashik Phata to Sector no. 12 PM Awas Yojana Bhosari (DOWN),3
1278,PMPML,100C,Radha Hotel to Hinjawadi Maan Phase 3 (DOWN),3
263,PMPML,168A,Ghorpadi Post to Shaniwarwada Stand (UP),3
96,PMPML,126,Pimple Nilakh to Bopkhel (UP),3
44,PMPML,117D,Jadhav Nagar Shingad Road to Swargate Natraj Stand (UP),3
200,PMPML,155,Pune Station Moledina Stand to Dimond Water Park (DOWN),3
624,PMPML,320,Chinchwadgaon to Hinjawadi Maan Phase 3 (DOWN),3
10,PMPML,103,Kothrud Depot to Katraj (UP),3
325,PMPML,190,Mastani Talav Vadaki to Hadapsar Gadital (UP),3
27,PMPML,110RING,Ma Na Pa Congress Bhavan to Ma Na Pa Congress Bhavan (UP),3
1289,PMPML,142A,Ghotawadegaon to Pune Station Moledina Road (UP),3
1090,PMPML,K7,Deccan Gymkhana to Sneha Vihar Dangat Patil Nagar (DOWN),3
41,PMPML,115,Pune Station Moledina Stand to Hinjawadi Maan Phase 3 (DOWN),3
796,PMPML,36,Chinchwadgaon Aundh Road to Ma Na Pa Dengle Pul Nadikathi (UP),3
55,PMPML,118,Vadgaon Budruk Stand to Swargate Natraj Stand (UP),3
476,PMPML,257,Alandi to Panaychi Taki Markal (UP),3
29,PMPML,111M,Bhekrai Nagar to Ma Na Pa Congress Bhavan (DOWN),3
818,PMPML,375A,Radha Hotel to Mukai Chowk (DOWN),3
423,PMPML,221,Kesnand Phata Wagholi to IV VILLA LANE NO. 1 (DOWN),3
113,PMPML,131,Ma Na Pa Dengle Pul to Golegaon Gram Panchayat (DOWN),3
1305,PMPML,355B,Nageshwar Vidyalaya Chikhli to Radha Hotel (UP),3
1112,PMPML,METRO SHUTTLE 31,Kalewadi Phata to Pimpri Chowk Metro Station (UP),3
79,PMPML,122,Ma Na Pa Main Stand to Chinchwadgaon (DOWN),3
151,PMPML,141,Kumar Pruthvi Kondhwa to Pune Station Jayprakash Stand (DOWN),3
554,PMPML,301A,Katraj to Bhekrai Nagar (DOWN),3
383,PMPML,209A,Swargate to Saswad (DOWN),3
194,PMPML,152,Ma Na Pa Daphale Garage to Lohegaon (DOWN),3
895,PMPML,57,Pune Station Jayprakash Stand to Vadgaon Budruk Stand (DOWN),3
31,PMPML,112RING,Bhekrai Nagar to Bhekrai Nagar (UP),3
184,PMPML,152A,Pride World City Lohegaon to Ma Na Pa Daphale Garage (UP),3
123,PMPML,135A,Kesnand Phata Wagholi to Ranjangaon Sandas (DOWN),3
376,PMPML,207K,Hadapsar Gadital to Narayanpur (DOWN),3
468,PMPML,24,Maharashtra Housing Board Samta Nagar to Katraj (UP),3
111,PMPML,130,Narhegaon to Swargate (DOWN),3
163,PMPML,144K,Pune Station Moledina Stand to Gujarat Colony (UP),3
564,PMPML,302B,Pimprigaon to Bopkhel (DOWN),3
529,PMPML,295RING,Katraj to Katraj (UP),3
65,PMPML,11B,Marketyard Depot to Dapodi Mantri Niketan (DOWN),3
214,PMPML,158,Ma Na Pa Dengle Pul to Pride World City Lohegaon (DOWN),3
759,PMPML,360A,Alandi to Aundhgaon (DOWN),3
517,PMPML,292B,Balaji Nagar Corner Satara Road to Avsarwadi (DOWN),3
1000,PMPML,86,Paud St Stand to Deccan Gymkhana (UP),3
266,PMPML,168,Shaniwarwada Stand to Keshav Nagar (DOWN),3
61,PMPML,119,Ma Na Pa Daphale Garage to Alandi (DOWN),3
225,PMPML,160,Manjari Budruk to Shaniwarwada Stand (UP),3
384,PMPML,209B,Saswad to Katraj Kondhwa Road (UP),3
280,PMPML,172,Yewalewadi to Pune Station Jayprakash Stand (DOWN),3
666,PMPML,331,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Bhosari Gavhane Vasti (UP),3
612,PMPML,317B,Sambhaji Nagar to Dapodi (UP),3
841,PMPML,41,Upper Depot to Sangvi Vasantdada Putala (DOWN),3
1067,PMPML,H9,Hadapsar Gadital Solapur Road to Manjari Budruk (DOWN),3
265,PMPML,168,Keshav Nagar to Shaniwarwada Stand (UP),3
218,PMPML,159B,Ma Na Pa Shramik Bhavan to Loni Dhamni (DOWN),3
201,PMPML,156A,Hadapsar Railway Station Mundhwa to Hadapsar Gadital (UP),3
776,PMPML,363E,Pimpri Road to Nigdi Bhakti Shakti Stand (DOWN),3
850,PMPML,43,Nigdi Bhakti Shakti Stand to Katraj (UP),3
49,PMPML,118A,Swargate Natraj Stand to Suncity (DOWN),3
238,PMPML,162,Ma Na Pa Shramik Bhavan to Pabal Gaon (DOWN),3
37,PMPML,113,Vasant Talkies to Sangvi Vasantdada Putala (DOWN),3
291,PMPML,177,Bhangire Nagar Mahamadwadi to Pune Station Depot (UP),3
1265,PMPML,27,Bharati Vidyapeeth to Shivaji Nagar (DOWN),3
153,PMPML,142,Pune Station Depot to Ghotawade Phata (DOWN),3
574,PMPML,305A,Nigdi Pawale Chowk to Greenbase Industrial Park Navlakh Umbre (DOWN),3
810,PMPML,373,Neilsoft Company infosys Phase 3 to Sangvi Vasantdada Putala (UP),3
924,PMPML,67C,Uruli Railway Station to Hadapsar Gadital Solapur Road (UP),3
108,PMPML,130C,Katraj to Swami Narayan Mandir Ambegaon Khurd (UP),3
857,PMPML,45,Katraj to Mhalunge Phata (DOWN),3
50,PMPML,118B,Venutai Chavan College to Swargate Natraj Stand (UP),3
284,PMPML,175A,Shaniwarwada Stand to SRA Colony Jahangir Nagar (DOWN),3
258,PMPML,167A,Hadapsar Gadital Solapur Road to Kesnand Phata Wagholi (DOWN),3
53,PMPML,118C,Swargate to Bageshree Kalashree Society Nanded City (DOWN),3
1060,PMPML,H3,Saswad Road Railway Station to Mantri Market Hadapsar (UP),3
159,PMPML,144A,Aditya Garden City to Pune Station Moledina Stand (DOWN),3
684,PMPML,340,Alandi to Nigdi Pawale Chowk (UP),3
470,PMPML,256A,Balewadi Depot to Ma Na Pa Main Gate (UP),3
1085,PMPML,K18,Waghjai Nagar Shivaji Chowk to Katraj (DOWN),3
52,PMPML,118C,Bageshree Kalashree Society Nanded City to Swargate (UP),3
147,PMPML,140A,Katraj Kondhwa Road to Pune Station Jayprakash Stand (DOWN),3
206,PMPML,157,Ma Na Pa Shramik Bhavan to JSPM Vidhyapith Wagholi (DOWN),3
235,PMPML,161D,Wagholi Depot to Dnyan Ganga University Shirur (DOWN),3
1023,PMPML,91,Ma Na Pa Congress Bhavan to Isha Nagari (DOWN),3
1303,PMPML,METRO SHUTTLE 3,Vanaj  Metro Station to Ganpati Matha (UP),3
579,PMPML,306A,Hinjewadi Hills Dattawadi to Dange Chowk (UP),3
1070,PMPML,K11B,Katraj to Ambegaon Khurd Maruti Mandir (UP),3
149,PMPML,140,Upper Depot to Pune Station Jayprakash Stand (DOWN),3
208,PMPML,158A,Ma Na Pa Dengle Pul to Dimond Water Park (DOWN),3
541,PMPML,299,Gujarwadi Pmt Bus Stand to Bhosari Terminal (DOWN),3
9,PMPML,103A,Katraj to Mit Collage (DOWN),3
563,PMPML,302B,Bopkhel to Pimprigaon (UP),3
838,PMPML,39,Dhankawadi to Pune Station Jayprakash Stand (DOWN),3
249,PMPML,166A,SRA Colony Vimannagar to Ma Na Pa Shramik Bhavan (UP),3
385,PMPML,209B,Katraj Kondhwa Road to Saswad (DOWN),3
1206,PMPML,17B,Shivaji Nagar to Swargate (UP),3
154,PMPML,143,Pune Station Moledina Stand to Galinde Path (UP),3
783,PMPML,367A,Akurdi Railway Station to Bhosari Gavhane Vasti (DOWN),3
1205,PMPML,162A,Kesnand Phata Wagholi to Kendurgaon (DOWN),3
540,PMPML,299,Bhosari Terminal to Gujarwadi Pmt Bus Stand (UP),3
155,PMPML,143,Galinde Path to Pune Station Moledina Stand (DOWN),3
460,PMPML,235,Kharadi Gaon to Katraj (UP),3
1264,PMPML,27,Shivaji Nagar to Bharati Vidyapeeth (UP),3
246,PMPML,164,Ma Na Pa Shramik Bhavan to Nhavare (DOWN),3
157,PMPML,144AC,Aditya Garden City to Kothrud Stand (DOWN),3
146,PMPML,140A,Pune Station Jayprakash Stand to Katraj Kondhwa Road (UP),3
585,PMPML,308,Gharkul Vasahat Chikhali to Nigdi Pawale Chowk (UP),3
1045,PMPML,99,Kothrud Depot to Kekan Gas (DOWN),3
299,PMPML,180,Bhekrai Nagar to Na Ta Wadi (UP),3
1273,PMPML,15A,Shewalewadi Depot to Dhayari S Platinum Society (DOWN),3
1098,PMPML,METRO SHUTTLE 17,Shivaji Nagar Civil Court Metro Station to Hadapsar Gadital (UP),3
482,PMPML,262A,Sant Tukaram Maharaj Krida Sankul Dehugaon to Pune Station Moledina Stand (UP),3
161,PMPML,144B,Nda 10 No. Gate to Kothrud Stand (DOWN),3
221,PMPML,159,Talegaon Dhamdhere Bazar to Ma Na Pa Shramik Bhavan (UP),3
162,PMPML,144,Pune Station Moledina Stand to Nda 10 No. Gate (UP),3
662,PMPML,331B,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Charholigaon (UP),3
361,PMPML,203B,Pune Station St. Helena'S Stand to Bhekrai Nagar (UP),3
168,PMPML,146,Gokhale Nagar Police Line to Pune Station Jayprakash Stand (UP),3
449,PMPML,231,Marketyard Depot to Shilim Gaon (DOWN),3
171,PMPML,147,Ma Na Pa Shramik Bhavan to Nhavi Sandas (DOWN),3
174,PMPML,148A,Bhosari Terminal to Bhekrai Nagar (UP),3
592,PMPML,310,Pune Station Depot to Nageshwar Vidyalaya Chikhli (DOWN),3
5,PMPML,100C,Hinjawadi Maan Phase 3 to Radha Hotel (UP),3
176,PMPML,148,Pimplegurav to Shewalewadi Depot (UP),3
62,PMPML,11A,Kasarwadi Railway Station to Marketyard Depot (UP),3
182,PMPML,151,Alandi to Pune Station Moledina Stand (UP),3
533,PMPML,296,Balaji Nagar Corner Satara Road to Velhe (DOWN),3
763,PMPML,361,Alandi to Bhosari Pmt Chowk (DOWN),3
872,PMPML,50N,Nigdi Bhakti Shakti Stand to Sinhgad (DOWN),3
230,PMPML,161B,Yash Inn Chowk Karegaon to Dnyan Ganga University Shirur (DOWN),3
455,PMPML,233B,Marketyard Depot to Bhadasgaon (DOWN),3
73,PMPML,121,Ma Na Pa Main Stand to Bhosari Terminal (DOWN),3
853,PMPML,44A,Radha Hotel to Akurdi Railway Station (DOWN),3
183,PMPML,151,Pune Station Moledina Stand to Alandi (DOWN),3
186,PMPML,152B,Swarup Vardhini Prashikshan Kendr Charholi to Vishrantwadi Alandi Road (UP),3
538,PMPML,298,Chinchwadgaon Aundh Road to Gujarwadi Pmt Bus Stand (UP),3
534,PMPML,297,Shivaji Nagar to Rajas Society (UP),3
187,PMPML,152B,Vishrantwadi Dhanori Road to Swarup Vardhini Prashikshan Kendr Charholi (DOWN),3
466,PMPML,24B,World Pride City Main Gate to Katraj (UP),3
625,PMPML,321,Megapolis Phase 3 to Neilsoft Company infosys Phase 3 (UP),3
798,PMPML,370,Davdigaon to Bhosari Chakan Road (UP),3
138,PMPML,139,Nigdi Bhakti Shakti to Shewalewadi Depot (UP),3
747,PMPML,358,Bhosari Chakan Road to Rajguru Nagar Low Collage (DOWN),3
519,PMPML,292C,Balaji Nagar Corner Satara Road to Kondhanpur (DOWN),3
333,PMPML,194,Vadachi Wadi to Pune Station Depot (UP),3
190,PMPML,152D,Dimond Water Park to Ma Na Pa Daphale Garage (UP),3
845,PMPML,43AC,Baner Depot to Hinjawadi Maan Phase 3 (DOWN),3
242,PMPML,163,Pune Station Ambedkar Putala to Dhole Patil Collage (DOWN),3
899,PMPML,59,Shanipar Stand to Niljyoti Society (DOWN),3
372,PMPML,207A,Hadapsar Gadital to Saswad (DOWN),3
451,PMPML,232,Marketyard Depot to Gram Panchayat Belawade (DOWN),3
6,PMPML,100,Hinjawadi Maan Phase 3 to Ma Na Pa Dengle Pul Nadikathi (UP),3
1280,PMPML,170M,Yewalewadi to Pune Station Depot (UP),3
729,PMPML,355A,Bajirao Padale Chowk Mhalunge to Nageshwar Vidyalaya Chikhli (DOWN),3
980,PMPML,83,Nda 10 No. Gate to Alandi (DOWN),3
401,PMPML,213,Hadapsar Gadital to Nira (DOWN),3
232,PMPML,161C,Wagholi Depot to Zilla Parishad Shala Karegaon (DOWN),3
192,PMPML,152D,Ma Na Pa Daphale Garage to Dimond Water Park (DOWN),3
231,PMPML,161C,Zilla Parishad Shala Karegaon to Wagholi Depot (UP),3
83,PMPML,124,Aundhgaon to Neilsoft Company infosys Phase 3 (DOWN),3
67,PMPML,11C,Katraj to Pimplegurav (DOWN),3
1020,PMPML,90,Gokhale Nagar Police Line to Katraj (UP),3
197,PMPML,154,Dimond Water Park to Pune Station Moledina Stand (UP),3
1143,PMPML,RATRANI 4,Hadapsar Gadital to Pune Station St. Helena'S Stand (DOWN),3
36,PMPML,113,Sangvi Vasantdada Putala to Vasant Talkies (UP),3
859,PMPML,47,Swargate to Sanaswadi Nandoshi (DOWN),3
175,PMPML,148A,Bhekrai Nagar to Bhosari Terminal (DOWN),3
252,PMPML,166B,Ma Na Pa Shramik Bhavan to Mhada Colony Viman Nagar (DOWN),3
950,PMPML,74A,Radha Hotel to Dange Chowk (DOWN),3
1030,PMPML,94M,Kothrud Depot to Pune Station Moledina Stand (DOWN),3
518,PMPML,292C,Kondhanpur to Balaji Nagar Corner Satara Road (UP),3
203,PMPML,156,Kharadi Bypass to Hadapsar Gadital (UP),3
234,PMPML,161,Zilla Parishad Shala Karegaon to Kesnand Phata Wagholi (UP),3
962,PMPML,78,Marketyard Depot to Nda 10 No. Gate (DOWN),3
209,PMPML,158B,Pride World City Lohegaon to Ma Na Pa Dengle Pul Nadikathi (UP),3
492,PMPML,276B,Ganpati Matha to Masulkar Colony (DOWN),3
4,PMPML,100B,Baner Depot to Hinjawadi Maan Phase 3 (DOWN),3
210,PMPML,158B,Ma Na Pa Dengle Pul to Pride World City Lohegaon (DOWN),3
1210,PMPML,208A,Ma Na Pa Shramik Bhavan to Bhekrai Nagar (UP),3
1283,PMPML,YATRA40,Mandai Metro station to Taljai Mandir (UP),3
1004,PMPML,87B,Sutarwadi Depot to Deccan Gymkhana (UP),3
216,PMPML,159A,Ma Na Pa Shramik Bhavan to Koregaon Bhima (DOWN),3
526,PMPML,294,Iat Gate to Katraj (UP),3
413,PMPML,218,Hadapsar Gadital to Virgaon (DOWN),3
520,PMPML,292D,Kusgaon to Balaji Nagar Corner Satara Road (UP),3
247,PMPML,165,Vadgaon Sheri to Ma Na Pa Dengle Pul Nadikathi (UP),3
322,PMPML,188,Hadapsar Gadital to Katraj Kondhwa Road (DOWN),3
222,PMPML,159,Ma Na Pa Shramik Bhavan to Talegaon Dhamdhere Bazar (DOWN),3
1231,PMPML,383C,Sangvi Vasantdada Putala to Megapolis Phase 3 (DOWN),3
775,PMPML,363E,Nigdi Bhakti Shakti Stand to Pimpri Road (UP),3
1041,PMPML,98,Ganpati Matha to Kesnand Phata Wagholi (DOWN),3
982,PMPML,84A,Sangrun to Deccan Gymkhana (UP),3
809,PMPML,373A,Baner Depot to Megapolis Phase 3 (DOWN),3
1247,PMPML,289,Upper Depot to Shewalewadi Depot (DOWN),3
807,PMPML,372,Nigdi Bhakti Shakti Stand to Megapolis Phase 3 (DOWN),3
1252,PMPML,375C,Neilsoft Company infosys Phase 3 to Maan Depot (UP),3
295,PMPML,17A,Narhegaon to Swargate (UP),3
821,PMPML,375,Neilsoft Company infosys Phase 3 to Nigdi Pawale Chowk (UP),3
134,PMPML,139A,Nigdi Bhakti Shakti Stand to Bhekrai Nagar (UP),3
671,PMPML,333,Pune Station Moledina Stand to Hinjawadi Maan Phase 3 (DOWN),3
224,PMPML,15,Bhekrai Nagar to Dsk Vishwa (DOWN),3
464,PMPML,24A,Lohegaon to Katraj (UP),3
706,PMPML,34,Nigdi Pawale Chowk to Aundhgaon (UP),3
191,PMPML,152,Lohegaon to Ma Na Pa Daphale Garage (UP),3
172,PMPML,148AB,Bhosari Terminal to Bhekrai Nagar (UP),3
60,PMPML,119,Alandi to Ma Na Pa Daphale Garage (UP),3
1204,PMPML,162A,Kendurgaon to Kesnand Phata Wagholi (UP),3
497,PMPML,277,Kothrud Depot to Bhosari Terminal (DOWN),3
255,PMPML,166,Lohegaon Airport to Pune Station Ambedkar Putala (UP),3
596,PMPML,312A,Pune Station Depot to Chinchwadgaon (DOWN),3
360,PMPML,202,Shewalewadi Depot to Ganpati Matha (DOWN),3
1291,PMPML,331BE,Pimpri Depot to Charholigaon (UP),3
1238,PMPML,METRO SHUTTLE 22,Kalyani Nagar Metro Station to Hadapsar Gadital (UP),3
239,PMPML,163A,Kharadi Gaon to Pune Station Ambedkar Putala (UP),3
58,PMPML,119A,Charholigaon to Ma Na Pa Daphale Garage (UP),3
178,PMPML,149,Nigdi Bhakti Shakti Stand to Hadapsar Gadital (UP),3
199,PMPML,155,Dimond Water Park to Pune Station Moledina Stand (UP),3
849,PMPML,43A,Katraj to Hinjawadi Maan Phase 3 (DOWN),3
241,PMPML,163,Dhole Patil Collage to Pune Station Ambedkar Putala (UP),3
237,PMPML,162,Pabal Gaon to Ma Na Pa Shramik Bhavan (UP),3
558,PMPML,301M,Hadapsar Gadital to Swargate (UP),3
290,PMPML,177A,Pune Station Depot to Bhangire Nagar Mahamadwadi (DOWN),3
500,PMPML,281,Nigdi Bhakti Shakti to Ganpati Matha (UP),3
386,PMPML,209,Saswad to Katraj Kondhwa Road (UP),3
28,PMPML,111M,Ma Na Pa Congress Bhavan to Bhekrai Nagar (UP),3
245,PMPML,164,Nhavare to Ma Na Pa Shramik Bhavan (UP),3
670,PMPML,333,Hinjawadi Maan Phase 3 to Pune Station Moledina Stand (UP),3
251,PMPML,166B,Mhada Colony Viman Nagar to Ma Na Pa Shramik Bhavan (UP),3
648,PMPML,327,Alandi to Hinjawadi Maan Phase 3 (DOWN),3
254,PMPML,166C,Pune Station Ambedkar Putala to SRA Colony Vimannagar (DOWN),3
545,PMPML,29,Swargate to Alandi (DOWN),3
21,PMPML,109BRING,Ma Na Pa Main Gate to Kothrud Depot (UP),3
256,PMPML,166,Pune Station Ambedkar Putala to Lohegaon Airport (DOWN),3
114,PMPML,132,Shubham Society Nagar Road to Ma Na Pa Shramik Bhavan (UP),3
1263,PMPML,19C,K J Collage Yewalewadi to Swargate (DOWN),3
694,PMPML,343,Talegaon Dhabhade Maruti Mandir to Chakan Ambethan Chowk (UP),3
119,PMPML,133,Ma Na Pa Shramik Bhavan to Anand Park Vadgaon Sheri Road (DOWN),3
707,PMPML,34,Aundhgaon to Nigdi Pawale Chowk (DOWN),3
275,PMPML,170E,Defence Colony to Pune Station Depot (UP),3
565,PMPML,302,Bhosari Gavhane Vasti to Pimprigaon (UP),3
568,PMPML,303A,Nigdi Pawale Chowk to Gahunjegaon (DOWN),3
1274,PMPML,211,Uruli Kanchan to Saswad (UP),3
570,PMPML,303,Nigdi Pawale Chowk to Akurdi Railway Station (DOWN),3
150,PMPML,141,Pune Station Jayprakash Stand to Kumar Pruthvi Kondhwa (UP),3
572,PMPML,304,Chinchwadgaon to Bhosari Gavhane Vasti (DOWN),3
573,PMPML,305A,Greenbase Industrial Park Navlakh Umbre to Nigdi Pawale Chowk (UP),3
575,PMPML,305B,Mindewadi Navlakh Umbre to Nigdi Pawale Chowk (UP),3
1219,PMPML,24M,Katraj to Maharashtra Housing Board Samta Nagar (DOWN),3
188,PMPML,152C,Pride World City Lohegaon to Vishrantwadi Alandi Road (UP),3
576,PMPML,305B,Nigdi Pawale Chowk to Mindewadi Navlakh Umbre (DOWN),3
577,PMPML,305,Vadgaon Mawal to Nigdi Pawale Chowk (UP),3
623,PMPML,320,Hinjawadi Maan Phase 3 to Chinchwadgaon (UP),3
848,PMPML,43AD,Katraj to Baner Depot (DOWN),3
1110,PMPML,METRO SHUTTLE 2,Ganpati Matha to Shivaji Nagar Civil Court Metro Station (UP),3
580,PMPML,306A,Dange Chowk to Hinjewadi Hills Dattawadi (DOWN),3
588,PMPML,309,Alandi to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),3
1306,PMPML,355B,Radha Hotel to Nageshwar Vidyalaya Chikhli (DOWN),3
581,PMPML,306,Megapolis Phase 3 to Dange Chowk (UP),3
584,PMPML,307,Chinchwadgaon to ISKCON Mandir in Shindewasti Ravet (DOWN),3
774,PMPML,363D,Nigdi Pawale Chowk to Datta Nagar Kiwale (DOWN),3
966,PMPML,7,Mahatma Gandhi Stand to Deccan Gymkhana (DOWN),3
587,PMPML,309,Sant Tukaram Maharaj Krida Sankul Dehugaon to Alandi (UP),3
1236,PMPML,64A,Aditya Garden City to Shewalewadi Depot (UP),3
591,PMPML,310,Nageshwar Vidyalaya Chikhli to Pune Station (UP),3
593,PMPML,311,Pimprigaon to Pune Station Depot (UP),3
598,PMPML,312,Pune Station Depot to Chinchwadgaon (DOWN),3
600,PMPML,313B,Chinchwadgaon to Kasarsai Kharkhana (DOWN),3
601,PMPML,313C,Chinchwadgaon to Balewadi Depot (UP),3
792,PMPML,369,Bhamchandra Vidhyalay Vasuli to Nigdi Tilak Chowk (UP),3
603,PMPML,313,Chandkhed to Chinchwadgaon (UP),3
732,PMPML,355M,Dange Chowk to Nageshwar Vidyalaya Chikhli (DOWN),3
920,PMPML,66,Thakarwadi to Marketyard Depot (UP),3
606,PMPML,314,Nigdi to Chakan Ambethan Chowk (DOWN),3
607,PMPML,315,Bhosari Pmt Chowk to Pune Station Sassoon Road (UP),3
